2009-09-25,Friday,13:06:01,M019,R1_Sleeping_in_Bed begin
2009-09-25,Friday,15:13:10,M019,R1_Sleeping_in_Bed end
2009-09-25,Friday,15:13:45,M025,Personal_Hygiene begin
2009-09-25,Friday,15:14:21,M025,Personal_Hygiene end
2009-09-25,Friday,15:38:58,M027,Bathing begin
2009-09-25,Friday,15:40:58,M027,Bathing end
2009-09-25,Friday,15:41:03,M025,Personal_Hygiene begin
2009-09-25,Friday,15:41:29,M025,Personal_Hygiene end
2009-09-25,Friday,16:15:46,M025,Personal_Hygiene begin
2009-09-25,Friday,16:21:44,M025,Personal_Hygiene end
2009-09-25,Friday,16:48:50,M025,Personal_Hygiene begin
2009-09-25,Friday,16:52:32,M025,Personal_Hygiene end
2009-09-25,Friday,16:52:57,M027,Bathing begin
2009-09-25,Friday,17:05:28,M027,Bathing end
2009-09-25,Friday,17:21:32,M001,Leave_Home begin
2009-09-25,Friday,17:21:49,M005,Leave_Home end
2009-09-25,Friday,18:34:54,M001,Enter_Home begin
2009-09-25,Friday,18:34:56,M005,Enter_Home end
2009-09-25,Friday,18:35:06,M013,Meal_Preparation begin
2009-09-25,Friday,18:35:08,M012,Watch_TV begin
2009-09-25,Friday,18:35:21,M013,Meal_Preparation end
2009-09-25,Friday,18:35:27,M012,Watch_TV end
2009-09-25,Friday,18:35:44,M025,Personal_Hygiene begin
2009-09-25,Friday,18:36:24,M025,Personal_Hygiene end
2009-09-25,Friday,18:37:48,M016,Meal_Preparation begin
2009-09-25,Friday,18:37:50,M025,Personal_Hygiene begin
2009-09-25,Friday,18:38:12,M025,Personal_Hygiene end
2009-09-25,Friday,18:40:03,M012,Watch_TV begin
2009-09-25,Friday,18:43:43,M012,Watch_TV end
2009-09-25,Friday,18:44:58,M012,Watch_TV begin
2009-09-25,Friday,18:45:39,M012,Watch_TV end
2009-09-25,Friday,18:53:31,M012,Watch_TV begin
2009-09-25,Friday,18:55:02,M012,Watch_TV end
2009-09-25,Friday,19:00:09,M012,Watch_TV begin
2009-09-25,Friday,19:00:23,M012,Watch_TV end
2009-09-25,Friday,19:01:00,M012,Watch_TV begin
2009-09-25,Friday,19:02:14,M012,Watch_TV end
2009-09-25,Friday,19:02:17,M016,Meal_Preparation end
2009-09-25,Friday,19:02:35,M012,Watch_TV begin
2009-09-25,Friday,19:07:23,M012,Watch_TV end
2009-09-25,Friday,19:09:27,M012,Watch_TV begin
2009-09-25,Friday,19:10:31,M002,Watch_TV end
2009-09-25,Friday,19:11:44,M012,Watch_TV begin
2009-09-25,Friday,19:12:32,M012,Watch_TV end
2009-09-25,Friday,19:13:56,M016,Meal_Preparation begin
2009-09-25,Friday,19:27:32,M012,Watch_TV begin
2009-09-25,Friday,19:28:35,M012,Watch_TV end
2009-09-25,Friday,19:32:27,M012,Watch_TV begin
2009-09-25,Friday,19:37:41,M012,Watch_TV end
2009-09-25,Friday,19:38:49,M012,Watch_TV begin
2009-09-25,Friday,19:39:46,M012,Watch_TV end
2009-09-25,Friday,19:40:15,M016,Meal_Preparation end
2009-09-25,Friday,19:40:42,M012,Watch_TV begin
2009-09-25,Friday,19:45:17,M012,Watch_TV end
2009-09-25,Friday,19:46:11,M016,Meal_Preparation begin
2009-09-25,Friday,19:47:23,M012,Watch_TV begin
2009-09-25,Friday,19:47:31,M012,Watch_TV end
2009-09-25,Friday,19:52:31,M012,Watch_TV begin
2009-09-25,Friday,20:00:24,M012,Watch_TV end
2009-09-25,Friday,20:02:59,M016,Meal_Preparation end
2009-09-25,Friday,20:03:09,M013,Eating begin
2009-09-25,Friday,20:49:29,M013,Eating end
2009-09-25,Friday,20:49:45,M013,Eating begin
2009-09-25,Friday,21:54:18,M013,Eating end
2009-09-25,Friday,21:54:42,M025,Personal_Hygiene begin
2009-09-25,Friday,21:55:10,M025,Personal_Hygiene end
2009-09-25,Friday,21:56:48,M012,Watch_TV begin
2009-09-25,Friday,22:04:07,M012,Watch_TV end
2009-09-25,Friday,22:09:22,M012,Watch_TV begin
2009-09-25,Friday,22:24:25,M012,Watch_TV end
2009-09-25,Friday,23:30:46,M012,Watch_TV begin
2009-09-25,Friday,23:30:59,M012,Watch_TV end
2009-09-25,Friday,23:35:20,M019,R1_Sleeping_in_Bed begin
2009-09-25,Friday,23:47:50,M025,Personal_Hygiene begin
2009-09-25,Friday,23:48:31,M025,Personal_Hygiene end
2009-09-25,Friday,23:49:37,M025,Personal_Hygiene begin
2009-09-25,Friday,23:50:46,M025,Personal_Hygiene end
2009-09-26,Saturday,0:48:28,M019,Bed_Toilet_Transition begin
2009-09-26,Saturday,0:49:46,M019,Bed_Toilet_Transition end
2009-09-26,Saturday,1:06:28,M012,Watch_TV begin
2009-09-26,Saturday,1:17:21,M016,Watch_TV end
2009-09-26,Saturday,1:20:05,M030,R2_Sleeping_in_Bed begin
2009-09-26,Saturday,3:08:10,M025,Bed_Toilet_Transition begin
2009-09-26,Saturday,3:08:55,M026,Bed_Toilet_Transition end
2009-09-26,Saturday,3:50:45,M025,Bed_Toilet_Transition begin
2009-09-26,Saturday,3:51:30,M027,Bed_Toilet_Transition end
2009-09-26,Saturday,4:57:10,M025,Bed_Toilet_Transition begin
2009-09-26,Saturday,4:57:46,M026,Bed_Toilet_Transition end
2009-09-26,Saturday,5:07:31,M026,Bed_Toilet_Transition begin
2009-09-26,Saturday,5:08:28,M026,Bed_Toilet_Transition end
2009-09-26,Saturday,6:59:04,M019,R1_Sleeping_in_Bed end
2009-09-26,Saturday,7:01:01,M025,Bed_Toilet_Transition begin
2009-09-26,Saturday,7:02:22,M026,Bed_Toilet_Transition end
2009-09-26,Saturday,7:02:40,M019,R1_Sleeping_in_Bed begin
2009-09-26,Saturday,7:23:18,M019,R1_Sleeping_in_Bed end
2009-09-26,Saturday,7:30:46,M030,R2_Sleeping_in_Bed end
2009-09-26,Saturday,7:31:40,M025,Personal_Hygiene begin
2009-09-26,Saturday,7:43:28,M026,Personal_Hygiene end
2009-09-26,Saturday,8:19:44,M025,Bed_Toilet_Transition begin
2009-09-26,Saturday,8:20:20,M026,Bed_Toilet_Transition end
2009-09-26,Saturday,8:26:21,M016,Meal_Preparation begin
2009-09-26,Saturday,8:39:36,M016,Meal_Preparation end
2009-09-26,Saturday,8:40:04,M014,Eating begin
2009-09-26,Saturday,8:53:19,M014,Eating end
2009-09-26,Saturday,8:54:23,M009,Leave_Home begin
2009-09-26,Saturday,8:54:45,M008,Leave_Home end
2009-09-26,Saturday,9:16:58,M019,R1_Sleeping_in_Bed begin
2009-09-26,Saturday,12:05:43,M019,R1_Sleeping_in_Bed end
2009-09-26,Saturday,12:13:06,M008,Enter_Home begin
2009-09-26,Saturday,12:13:12,M002,Enter_Home end
2009-09-26,Saturday,12:26:39,M019,R1_Sleeping_in_Bed begin
2009-09-26,Saturday,13:13:13,M019,R1_Sleeping_in_Bed end
2009-09-26,Saturday,13:18:35,M016,Meal_Preparation begin
2009-09-26,Saturday,13:21:26,M016,Meal_Preparation end
2009-09-26,Saturday,13:21:46,M013,Eating begin
2009-09-26,Saturday,13:28:05,M015,Eating end
2009-09-26,Saturday,13:34:14,M012,Watch_TV begin
2009-09-26,Saturday,13:44:04,M012,Watch_TV end
2009-09-26,Saturday,13:44:51,M025,Personal_Hygiene begin
2009-09-26,Saturday,13:45:24,M025,Personal_Hygiene end
2009-09-26,Saturday,13:48:57,M013,Work_Table begin
2009-09-26,Saturday,13:49:24,M013,Work_Table end
2009-09-26,Saturday,14:19:32,M025,Personal_Hygiene begin
2009-09-26,Saturday,14:19:49,M025,Personal_Hygiene end
2009-09-26,Saturday,14:28:25,M001,Leave_Home begin
2009-09-26,Saturday,14:37:01,M004,Leave_Home end
2009-09-26,Saturday,14:45:06,M025,Bathing begin
2009-09-26,Saturday,14:54:34,M027,Bathing end
2009-09-26,Saturday,15:08:30,M019,Work_Bedroom_2 begin
2009-09-26,Saturday,16:00:32,M019,Work_Bedroom_2 end
2009-09-26,Saturday,16:01:50,M025,Personal_Hygiene begin
2009-09-26,Saturday,16:02:20,M027,Personal_Hygiene end
2009-09-26,Saturday,16:11:11,M006,Leave_Home begin
2009-09-26,Saturday,16:11:25,M001,Leave_Home end
2009-09-26,Saturday,18:28:42,M005,Enter_Home begin
2009-09-26,Saturday,18:28:51,M006,Enter_Home end
2009-09-26,Saturday,18:30:02,M016,Meal_Preparation begin
2009-09-26,Saturday,19:00:45,M016,Meal_Preparation end
2009-09-26,Saturday,19:11:52,M027,Personal_Hygiene begin
2009-09-26,Saturday,19:13:30,M024,Personal_Hygiene end
2009-09-26,Saturday,19:13:51,M015,Eating begin
2009-09-26,Saturday,19:26:53,M015,Eating end
2009-09-26,Saturday,19:28:57,M001,Leave_Home begin
2009-09-26,Saturday,19:29:26,M004,Leave_Home end
2009-09-26,Saturday,20:47:55,M001,Enter_Home begin
2009-09-26,Saturday,20:47:57,M004,Enter_Home end
2009-09-26,Saturday,20:48:38,M014,Work_Table begin
2009-09-26,Saturday,20:58:18,M012,Watch_TV begin
2009-09-26,Saturday,20:58:53,M012,Watch_TV end
2009-09-26,Saturday,21:05:08,M012,Watch_TV begin
2009-09-26,Saturday,21:06:02,M012,Watch_TV end
2009-09-26,Saturday,22:13:37,M013,Work_Table end
2009-09-26,Saturday,22:14:31,M025,Personal_Hygiene begin
2009-09-26,Saturday,22:15:02,M024,Personal_Hygiene end
2009-09-26,Saturday,22:15:16,M013,Work_Table begin
2009-09-26,Saturday,23:04:54,M014,Work_Table end
2009-09-27,Sunday,0:26:28,M019,R2_Sleeping_in_Bed begin
2009-09-27,Sunday,0:57:35,M025,Bed_Toilet_Transition begin
2009-09-27,Sunday,0:59:36,M025,Bed_Toilet_Transition end
2009-09-27,Sunday,1:14:26,M024,Bed_Toilet_Transition begin
2009-09-27,Sunday,1:15:28,M026,Bed_Toilet_Transition end
2009-09-27,Sunday,5:54:41,M020,Bed_Toilet_Transition begin
2009-09-27,Sunday,5:55:34,M020,Bed_Toilet_Transition end
2009-09-27,Sunday,7:49:48,M020,Bed_Toilet_Transition begin
2009-09-27,Sunday,7:50:35,M026,Bed_Toilet_Transition end
2009-09-27,Sunday,8:30:20,M030,Bed_Toilet_Transition begin
2009-09-27,Sunday,8:32:40,M030,Bed_Toilet_Transition end
2009-09-27,Sunday,10:43:33,M030,R2_Sleeping_in_Bed end
2009-09-27,Sunday,12:22:29,M027,Bathing begin
2009-09-27,Sunday,12:34:35,M027,Bathing end
