2010-11-04,Thursday,0:03:50,Bedroom,Sleeping begin
2010-11-04,Thursday,5:40:44,Bedroom,Sleeping end
2010-11-04,Thursday,5:40:51,Bathroom,Bed_to_Toilet begin
2010-11-04,Thursday,5:43:30,Bedroom,Bed_to_Toilet end
2010-11-04,Thursday,5:43:46,Bedroom,Sleeping begin
2010-11-04,Thursday,8:01:12,Bedroom,Sleeping end
2010-11-04,Thursday,8:11:10,Kitchen,Meal_Preparation begin
2010-11-04,Thursday,8:27:03,Living,Meal_Preparation end
2010-11-04,Thursday,8:33:53,Kitchen,Meal_Preparation begin
2010-11-04,Thursday,8:35:46,Kitchen,Meal_Preparation end
2010-11-04,Thursday,9:29:23,Living,Relax begin
2010-11-04,Thursday,9:34:06,Living,Relax end
2010-11-04,Thursday,9:34:17,Closet,Housekeeping begin
2010-11-04,Thursday,9:44:40,Closet,Housekeeping end
2010-11-04,Thursday,9:48:52,Kitchen,Meal_Preparation begin
2010-11-04,Thursday,9:53:03,Living,Meal_Preparation end
2010-11-04,Thursday,9:54:59,Kitchen,Meal_Preparation begin
2010-11-04,Thursday,9:56:27,Kitchen,Meal_Preparation end
2010-11-04,Thursday,9:56:42,Dining,Eating begin
2010-11-04,Thursday,9:59:04,Dining,Eating end
2010-11-04,Thursday,9:59:48,Dining,Eating begin
2010-11-04,Thursday,10:02:49,Dining,Eating end
2010-11-04,Thursday,10:03:22,Kitchen,Wash_Dishes begin
2010-11-04,Thursday,10:04:26,Living,Wash_Dishes end
2010-11-04,Thursday,11:29:08,Closet,Housekeeping begin
2010-11-04,Thursday,11:33:48,Closet,Housekeeping end
2010-11-04,Thursday,11:41:34,Path,Leave_Home begin
2010-11-04,Thursday,11:41:43,GarageDoor,Leave_Home end
2010-11-04,Thursday,11:43:30,GarageDoor,Enter_Home begin
2010-11-04,Thursday,11:43:35,GarageDoor,Enter_Home end
2010-11-04,Thursday,11:43:54,Path,Leave_Home begin
2010-11-04,Thursday,11:43:58,GarageDoor,Leave_Home end
2010-11-04,Thursday,11:47:48,GarageDoor,Enter_Home begin
2010-11-04,Thursday,11:47:53,GarageDoor,Enter_Home end
2010-11-04,Thursday,14:46:26,Living,Relax begin
2010-11-04,Thursday,15:13:24,Living,Relax end
2010-11-04,Thursday,15:23:00,Kitchen,Meal_Preparation begin
2010-11-04,Thursday,15:25:34,Kitchen,Meal_Preparation end
2010-11-04,Thursday,15:25:35,Dining,Eating begin
2010-11-04,Thursday,15:28:43,Living,Eating end
2010-11-04,Thursday,15:47:48,Office,Work begin
2010-11-04,Thursday,16:10:34,Office,Work end
2010-11-04,Thursday,16:15:57,Living,Relax begin
2010-11-04,Thursday,16:21:58,Living,Relax end
2010-11-04,Thursday,16:22:00,Kitchen,Meal_Preparation begin
2010-11-04,Thursday,16:31:27,Path,Meal_Preparation end
2010-11-04,Thursday,16:32:53,Kitchen,Meal_Preparation begin
2010-11-04,Thursday,16:34:14,Dining,Meal_Preparation end
2010-11-04,Thursday,16:36:10,Kitchen,Meal_Preparation begin
2010-11-04,Thursday,17:06:00,Kitchen,Meal_Preparation end
2010-11-04,Thursday,17:06:22,Living,Relax begin
2010-11-04,Thursday,17:27:12,Living,Relax end
2010-11-04,Thursday,17:27:14,Kitchen,Meal_Preparation begin
2010-11-04,Thursday,17:27:55,Kitchen,Meal_Preparation end
2010-11-04,Thursday,17:28:27,Living,Relax begin
2010-11-04,Thursday,17:33:55,Living,Relax end
2010-11-04,Thursday,17:35:16,Dining,Eating begin
2010-11-04,Thursday,17:37:12,Kitchen,Eating end
2010-11-04,Thursday,17:37:24,Kitchen,Wash_Dishes begin
2010-11-04,Thursday,17:55:21,Path,Wash_Dishes end
2010-11-04,Thursday,17:55:25,Office,Work begin
2010-11-04,Thursday,17:57:47,Office,Work end
2010-11-05,Friday,0:00:11,Bedroom,Sleeping begin
2010-11-05,Friday,4:18:05,Bedroom,Sleeping end
2010-11-05,Friday,4:18:09,Bathroom,Bed_to_Toilet begin
2010-11-05,Friday,4:20:50,Bedroom,Bed_to_Toilet end
2010-11-05,Friday,4:21:04,Bedroom,Sleeping begin
2010-11-05,Friday,7:48:11,Bedroom,Sleeping end
2010-11-05,Friday,7:54:58,Kitchen,Meal_Preparation begin
2010-11-05,Friday,7:58:24,Kitchen,Meal_Preparation end
2010-11-05,Friday,7:58:49,Office,Work begin
2010-11-05,Friday,8:01:00,Kitchen,Work end
2010-11-05,Friday,8:22:18,Office,Work begin
2010-11-05,Friday,8:35:20,Path,Work end
2010-11-05,Friday,8:35:50,Office,Work begin
2010-11-05,Friday,8:57:19,Office,Work end
2010-11-05,Friday,9:04:06,Office,Work begin
2010-11-05,Friday,9:05:15,Office,Work end
2010-11-05,Friday,9:26:22,Office,Work begin
2010-11-05,Friday,9:30:16,Office,Work end
2010-11-05,Friday,9:35:09,Living,Relax begin
2010-11-05,Friday,9:37:03,Living,Relax end
2010-11-05,Friday,9:42:02,Closet,Housekeeping begin
2010-11-05,Friday,11:12:03,Closet,Housekeeping end
2010-11-05,Friday,11:14:15,Bedroom,Leave_Home begin
2010-11-05,Friday,11:14:43,GarageDoor,Leave_Home end
2010-11-05,Friday,12:48:12,GarageDoor,Enter_Home begin
2010-11-05,Friday,12:48:17,GarageDoor,Enter_Home end
2010-11-05,Friday,12:59:38,Bathroom,Leave_Home begin
2010-11-05,Friday,13:00:24,GarageDoor,Leave_Home end
2010-11-05,Friday,13:00:33,GarageDoor,Enter_Home begin
2010-11-05,Friday,13:01:23,GarageDoor,Enter_Home end
2010-11-05,Friday,13:25:15,Path,Leave_Home begin
2010-11-05,Friday,13:25:20,GarageDoor,Leave_Home end
2010-11-05,Friday,13:25:31,GarageDoor,Enter_Home begin
2010-11-05,Friday,13:25:35,Bathroom,Enter_Home end
2010-11-05,Friday,13:27:35,Office,Work begin
2010-11-05,Friday,13:30:09,Office,Work end
2010-11-05,Friday,13:38:03,Living,Relax begin
