2009-10-16,Friday,3:55:53,M021,Bed_to_Toilet begin
2009-10-16,Friday,3:58:28,M025,Bed_to_Toilet end
2009-10-16,Friday,3:58:44,M020,Sleep begin
2009-10-16,Friday,8:40:01,M021,Sleep end
2009-10-16,Friday,8:42:01,M022,Morning_Meds begin
2009-10-16,Friday,8:42:56,M011,Morning_Meds end
2009-10-16,Friday,8:43:59,M008,Watch_TV begin
2009-10-16,Friday,8:44:29,M008,Watch_TV end
2009-10-16,Friday,8:45:38,M016,Kitchen_Activity begin
2009-10-16,Friday,8:58:52,M016,Kitchen_Activity end
2009-10-16,Friday,8:59:02,M019,Chores begin
2009-10-16,Friday,9:14:47,M006,Chores end
2009-10-16,Friday,9:16:01,M001,Leave_Home begin
2009-10-16,Friday,9:16:33,M001,Leave_Home end
2009-10-16,Friday,9:18:00,M004,Read begin
2009-10-16,Friday,10:01:38,M004,Read end
2009-10-16,Friday,10:01:50,M012,Chores begin
2009-10-16,Friday,10:04:14,M012,Chores end
2009-10-16,Friday,10:07:19,M004,Read begin
2009-10-16,Friday,10:38:15,M004,Read end
2009-10-16,Friday,10:50:21,M015,Chores begin
2009-10-16,Friday,11:01:22,M011,Chores end
2009-10-16,Friday,11:01:25,M018,Guest_Bathroom begin
2009-10-16,Friday,11:03:50,M017,Guest_Bathroom end
2009-10-16,Friday,11:14:19,M013,Master_Bathroom begin
2009-10-16,Friday,11:27:54,M025,Master_Bathroom end
2009-10-16,Friday,12:32:50,D001,Leave_Home begin
2009-10-16,Friday,14:43:42,D001,Leave_Home end
2009-10-16,Friday,14:43:56,M023,Kitchen_Activity begin
2009-10-16,Friday,14:49:54,M001,Leave_Home begin
2009-10-16,Friday,14:50:01,M001,Leave_Home end
2009-10-16,Friday,15:52:25,M027,Kitchen_Activity end
2009-10-16,Friday,15:52:43,M026,Watch_TV begin
2009-10-16,Friday,17:10:48,M026,Watch_TV end
2009-10-16,Friday,17:11:41,M007,Desk_Activity begin
2009-10-16,Friday,17:22:30,M026,Desk_Activity end
2009-10-16,Friday,17:23:41,M025,Master_Bathroom begin
2009-10-16,Friday,17:24:54,M025,Master_Bathroom end
2009-10-16,Friday,17:35:34,M008,Watch_TV begin
2009-10-16,Friday,18:30:14,M009,Watch_TV end
2009-10-16,Friday,18:30:24,M015,Kitchen_Activity begin
2009-10-16,Friday,18:50:37,M003,Kitchen_Activity end
2009-10-16,Friday,18:50:58,M002,Leave_Home begin
2009-10-16,Friday,18:51:44,M002,Leave_Home end
2009-10-16,Friday,18:52:14,M007,Desk_Activity begin
2009-10-16,Friday,18:56:22,M007,Desk_Activity end
2009-10-16,Friday,18:56:26,M008,Watch_TV begin
2009-10-16,Friday,20:36:09,M006,Watch_TV end
2009-10-16,Friday,20:36:20,M015,Eve_Meds begin
2009-10-16,Friday,20:36:31,M014,Eve_Meds end
2009-10-16,Friday,20:39:14,M018,Guest_Bathroom begin
2009-10-16,Friday,20:40:16,M017,Guest_Bathroom end
2009-10-16,Friday,20:40:23,M016,Kitchen_Activity begin
